reset,address,consumption,gym,timestamp,multiStepPredictions.actual,multiStepPredictions.1,multiStepPredictions.5,multiStepBucketLikelihoods.1,multiStepBucketLikelihoods.5,multiStepBestPredictions.actual,multiStepBestPredictions.1,multiStepBestPredictions.5,anomalyScore,anomalyLabel,multiStepBestPredictions:multiStep:errorMetric='aae':steps=1:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=5:window=1000:field=consumption,multiStepBestPredictions:multiStep:errorMetric='aae':steps=5:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=1:window=1000:field=consumption
0,Shop 67 197-215 Condamine Street Balgowlah 2093,45.2,Balgowlah Platinum,2010-08-04 15:00:00,45.2,{42.46350198180264: 0.050890681294904691	 40.76030988236593: 0.065681438799879963	 41.57169385530105: 0.085016527125493402	 40.683771637310066: 0.058888898439012259	 41.03400010194099: 0.057890895650130232	 40.05525374398078: 0.065657436150071663	 43.11501593964871: 0.054125006887906696	 45.46714228303797: 0.041754180899365743},{5.042975509133669: 0.07650689201994372	 41.57169385530105: 0.085262262955152726	 41.9764314025752: 0.062902569813964748	 40.76030988236593: 0.05029410916050811	 41.03400010194099: 0.058480852126451002	 40.05525374398078: 0.06419727152153408	 44.769145802379946: 0.041936824781671544	 45.46714228303797: 0.035030382477756188},{52: 0.065657436150071663	 53: 0.057890895650130232	 54: 0.085016527125493402	 55: 0.050890681294904691	 56: 0.054125006887906696	 60: 0.041754180899365743},{1: 0.07650689201994372	 52: 0.06419727152153408	 53: 0.058480852126451002	 54: 0.062902569813964748	 59: 0.041936824781671544	 60: 0.035030382477756188},45.2,41.5716938553,41.5716938553,0.6626298858,[],5.67083392381,15.9927770859,12.1376212914,5.88252788104
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.9,Balgowlah Platinum,2010-08-04 16:00:00,39.9,{42.46350198180264: 0.091079791759299977	 41.03400010194099: 0.063138008960970896	 42.9942966857551: 0.038262358305471957	 40.76030988236593: 0.048137376721971707	 40.05525374398078: 0.064381184488732229	 42.54018569871073: 0.1186947724558203	 44.769145802379946: 0.05238426407145904	 45.46714228303797: 0.04699911564976568},{40.76030988236593: 0.030266853183395968	 41.57169385530105: 0.098651387749759178	 41.9764314025752: 0.065311460756248524	 5.042975509133669: 0.10569143491080416	 41.03400010194099: 0.042742918812022378	 40.05525374398078: 0.048316586597963451	 44.769145802379946: 0.044152699140283615	 45.46714228303797: 0.035296693870647461},{52: 0.064381184488732229	 53: 0.048137376721971707	 55: 0.1186947724558203	 56: 0.038262358305471957	 59: 0.05238426407145904	 60: 0.04699911564976568},{1: 0.10569143491080416	 52: 0.048316586597963451	 53: 0.042742918812022378	 54: 0.065311460756248524	 59: 0.044152699140283615	 60: 0.035296693870647461},39.9,42.5401856987,5.04297550913,0.6626298858,[],5.66708312155,15.9774875622,12.1658792556,5.88180693069
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.5,Balgowlah Platinum,2010-08-04 17:00:00,41.5,{42.46350198180264: 0.068259816339939022	 40.76030988236593: 0.043804378665401017	 45.46714228303797: 0.062055329995923648	 42.9942966857551: 0.041319028621229173	 5.042975509133669: 0.042933294130767255	 40.05525374398078: 0.041211856527437127	 43.11501593964871: 0.046074325193237835	 43.33812998909751: 0.14043962100240243},{42.46350198180264: 0.060694921876126039	 45.46714228303797: 0.054551059692819509	 41.57169385530105: 0.12531177426961529	 5.042975509133669: 0.10882870685421672	 42.9942966857551: 0.037968509018690678	 40.76030988236593: 0.033821247395181095	 44.769145802379946: 0.035569072432812862	 43.11501593964871: 0.040732894063955152},{1: 0.042933294130767255	 52: 0.041211856527437127	 53: 0.043804378665401017	 55: 0.068259816339939022	 56: 0.046074325193237835	 60: 0.062055329995923648},{1: 0.10882870685421672	 53: 0.033821247395181095	 54: 0.12531177426961529	 55: 0.060694921876126039	 56: 0.040732894063955152	 59: 0.035569072432812862	 60: 0.054551059692819509},41.5,43.3381299891,41.5716938553,0.6766949138,[],5.66235017578,15.9578881988,12.1508554228,5.87651421508
0,Shop 67 197-215 Condamine Street Balgowlah 2093,46.6,Balgowlah Platinum,2010-08-04 18:00:00,46.6,{42.46350198180264: 0.06737208944766529	 45.46714228303797: 0.04522341094834309	 46.56369260337309: 0.042621248534045045	 42.9942966857551: 0.046051407783627908	 40.05525374398078: 0.041837797349473203	 44.769145802379946: 0.070460885749322591	 45.946248884069: 0.053559153173799209	 43.33812998909751: 0.090807999158046909},{42.46350198180264: 0.047490657681442408	 41.57169385530105: 0.078345329490982746	 46.56369260337309: 0.048798494126629663	 5.042975509133669: 0.097224729221913997	 44.769145802379946: 0.063316966037130773	 45.946248884069: 0.061556310450248411	 44.08671658972286: 0.040194086770446509	 43.11501593964871: 0.054952670973859211},{52: 0.041837797349473203	 55: 0.06737208944766529	 56: 0.090807999158046909	 59: 0.070460885749322591	 60: 0.053559153173799209	 61: 0.042621248534045045},{1: 0.097224729221913997	 54: 0.078345329490982746	 55: 0.047490657681442408	 56: 0.054952670973859211	 58: 0.040194086770446509	 59: 0.063316966037130773	 60: 0.061556310450248411	 61: 0.048798494126629663},46.6,43.3381299891,5.04297550913,0.697217835,[],5.65938662002,15.9449131514,12.1873395036,5.87555555556
0,Shop 67 197-215 Condamine Street Balgowlah 2093,46.0,Balgowlah Platinum,2010-08-04 19:00:00,46.0,{42.46350198180264: 0.073269804642986353	 45.46714228303797: 0.049523550476448672	 43.520458418985726: 0.055696364527958231	 42.9942966857551: 0.048217261046049606	 44.769145802379946: 0.056245681233576469	 44.08671658972286: 0.064723040767018417	 43.11501593964871: 0.058427110862865936	 43.33812998909751: 0.074343492043079856},{42.46350198180264: 0.060990765709404871	 41.57169385530105: 0.053065160507131157	 42.9942966857551: 0.0397241928696795	 5.042975509133669: 0.13523887814570554	 40.05525374398078: 0.036633240793728143	 39.924360131237314: 0.042417974158267625	 44.08671658972286: 0.044090874527453416	 43.11501593964871: 0.035482060494937365},{55: 0.073269804642986353	 56: 0.074343492043079856	 57: 0.055696364527958231	 58: 0.064723040767018417	 59: 0.056245681233576469	 60: 0.049523550476448672},{1: 0.13523887814570554	 51: 0.042417974158267625	 52: 0.036633240793728143	 54: 0.053065160507131157	 55: 0.060990765709404871	 56: 0.035482060494937365	 58: 0.044090874527453416},46.0,43.3381299891,5.04297550913,0.7221133178,[],5.65569054529,15.9266418835,12.2229896708,5.86905055487
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.8,Balgowlah Platinum,2010-08-04 20:00:00,39.8,{42.46350198180264: 0.076277058602115408	 45.46714228303797: 0.044133508621137962	 40.683771637310066: 0.041269166157597438	 40.48867762078655: 0.071037497855642381	 40.76030988236593: 0.044775473707813741	 45.318402061665964: 0.056991029572253986	 41.03400010194099: 0.046866357500676081	 43.33812998909751: 0.095562466097627377},{42.46350198180264: 0.060864165142379786	 5.042975509133669: 0.071800333923582538	 40.683771637310066: 0.04199612640343079	 40.76030988236593: 0.052210795516573844	 40.05525374398078: 0.050641184260921006	 42.54018569871073: 0.096772105547326751	 44.769145802379946: 0.053693849007439162	 45.46714228303797: 0.037935995359648318},{52: 0.071037497855642381	 53: 0.044775473707813741	 55: 0.076277058602115408	 56: 0.095562466097627377	 59: 0.056991029572253986	 60: 0.044133508621137962},{1: 0.071800333923582538	 52: 0.050641184260921006	 53: 0.052210795516573844	 55: 0.096772105547326751	 59: 0.053693849007439162	 60: 0.037935995359648318},39.8,43.3381299891,42.5401856987,0.7486578896,[],5.65308271209,15.9136138614,12.2112535273,5.86945812808
0,Shop 67 197-215 Condamine Street Balgowlah 2093,30.2,Balgowlah Platinum,2010-08-04 21:00:00,30.2,{42.46350198180264: 0.058642253466914748	 45.46714228303797: 0.041054778745101703	 40.48867762078655: 0.052809759407568428	 40.76030988236593: 0.045532033140938441	 5.042975509133669: 0.068652447742995878	 45.318402061665964: 0.046315640693658358	 31.549169999999997: 0.057886232254203994	 43.33812998909751: 0.091840123798157466},{42.46350198180264: 0.045950043315475052	 40.76030988236593: 0.03033451577611648	 42.9942966857551: 0.03113545068235864	 5.042975509133669: 0.13913075608359554	 40.05525374398078: 0.030750963403128283	 37.326699999999995: 0.029212095140625817	 31.549169999999997: 0.043562639889837933	 43.33812998909751: 0.054666881863835302},{1: 0.068652447742995878	 39: 0.057886232254203994	 52: 0.052809759407568428	 53: 0.045532033140938441	 55: 0.058642253466914748	 56: 0.091840123798157466	 59: 0.046315640693658358	 60: 0.041054778745101703},{1: 0.13913075608359554	 39: 0.043562639889837933	 48: 0.029212095140625817	 52: 0.030750963403128283	 53: 0.03033451577611648	 55: 0.045950043315475052	 56: 0.054666881863835302},30.2,43.3381299891,5.04297550913,0.7752024614,[],5.66228941231,15.9059332509,12.2272557164,5.87404674047
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.1,Balgowlah Platinum,2010-08-04 22:00:00,5.1,{42.46350198180264: 0.031363056637676426	 45.46714228303797: 0.025791876880306625	 5.465778395940349: 0.039565743708610428	 4.698368617605781: 0.025313342213368721	 40.48867762078655: 0.034972271025362441	 5.042975509133669: 0.34524662017772567	 45.318402061665964: 0.026106706275675868	 43.33812998909751: 0.04651374503622744},{42.46350198180264: 0.046920168094380599	 45.46714228303797: 0.025053610398614007	 5.042975509133669: 0.2371321466313254	 42.9942966857551: 0.025629464710219815	 41.03400010194099: 0.028264494242598925	 40.05525374398078: 0.037167141585631482	 44.769145802379946: 0.030534326474681815	 43.33812998909751: 0.063915872047884972},{0: 0.025313342213368721	 1: 0.34524662017772567	 2: 0.039565743708610428	 52: 0.034972271025362441	 55: 0.031363056637676426	 56: 0.04651374503622744	 59: 0.026106706275675868	 60: 0.025791876880306625},{1: 0.2371321466313254	 52: 0.037167141585631482	 53: 0.028264494242598925	 55: 0.046920168094380599	 56: 0.063915872047884972	 59: 0.030534326474681815	 60: 0.025053610398614007},5.1,5.04297550913,5.04297550913,0.7876820052,[],5.65540333746,15.9312345679,12.2122307396,5.89766584767
0,Shop 67 197-215 Condamine Street Balgowlah 2093,16.2,Balgowlah Platinum,2010-08-04 23:00:00,16.2,{14.179419799999998: 0.055027980018734504	 8.0298: 0.054017539082068501	 21.902987173699998: 0.035814048040656771	 23.195353224954527: 0.041396540429610676	 4.698368617605781: 0.10381370628574736	 16.902499999999996: 0.03678749624707113	 5.042975509133669: 0.27424460640801523	 10.7: 0.03425371631410723},{42.46350198180264: 0.053071345401863923	 5.042975509133669: 0.12950388128616205	 8.0298: 0.027493390443058843	 9.033619999999999: 0.027919468626247904	 40.48867762078655: 0.037192178386350028	 41.03400010194099: 0.037707218353255578	 44.769145802379946: 0.037031226261598979	 43.33812998909751: 0.069915890982523529},{0: 0.10381370628574736	 1: 0.27424460640801523	 5: 0.054017539082068501	 9: 0.03425371631410723	 14: 0.055027980018734504	 18: 0.03678749624707113	 25: 0.035814048040656771	 27: 0.041396540429610676},{1: 0.12950388128616205	 5: 0.027493390443058843	 7: 0.027919468626247904	 52: 0.037192178386350028	 53: 0.037707218353255578	 55: 0.053071345401863923	 56: 0.069915890982523529	 59: 0.037031226261598979},16.2,5.04297550913,5.04297550913,0.7992627106,[],5.66215379287,15.9490752158,12.2109296221,5.90404907975
0,Shop 67 197-215 Condamine Street Balgowlah 2093,23.7,Balgowlah Platinum,2010-08-05 00:00:00,23.7,{20.70359: 0.044940835329604918	 21.902987173699998: 0.052167770828636884	 22.969299999999997: 0.048053117462227443	 23.195353224954527: 0.12291434228243185	 5.060082856393568: 0.16804184321999083	 4.698368617605781: 0.067301205216265994	 16.902499999999996: 0.024400467135877648	 20.704099999999997: 0.032939857580258837},{42.46350198180264: 0.049568069323791153	 45.46714228303797: 0.037509763810012975	 23.195353224954527: 0.043425544179409636	 40.48867762078655: 0.047566000645987677	 40.76030988236593: 0.036137018721929641	 5.042975509133669: 0.094058695809575862	 42.9942966857551: 0.035273886524872941	 43.33812998909751: 0.09375004684413496},{0: 0.067301205216265994	 1: 0.16804184321999083	 18: 0.024400467135877648	 24: 0.032939857580258837	 25: 0.052167770828636884	 27: 0.048053117462227443},{1: 0.094058695809575862	 52: 0.047566000645987677	 53: 0.036137018721929641	 55: 0.049568069323791153	 56: 0.09375004684413496	 27: 0.043425544179409636	 60: 0.037509763810012975},23.7,5.06008285639,5.04297550913,0.7937036558,[],5.67805791462,15.9568965517,12.2188681626,5.90600490196
0,Shop 67 197-215 Condamine Street Balgowlah 2093,20.4,Balgowlah Platinum,2010-08-05 01:00:00,20.4,{21.902987173699998: 0.040101942954611884	 5.060082856393568: 0.17563975991215838	 4.698368617605781: 0.062867028806565264	 40.48867762078655: 0.035255990110755767	 18.760999999999996: 0.031125267299401311	 20.704099999999997: 0.035426390494279543	 39.924360131237314: 0.031759686814497874	 16.4517807577: 0.069599473864335279},{42.46350198180264: 0.036828946517238788	 43.980511157754094: 0.035224466332224959	 4.698368617605781: 0.030356709944989235	 40.48867762078655: 0.038336518686866175	 5.042975509133669: 0.12011576320172997	 45.318402061665964: 0.032578452168809134	 16.4517807577: 0.043490059490566751	 43.33812998909751: 0.066950760546452714},{0: 0.062867028806565264	 1: 0.17563975991215838	 17: 0.069599473864335279	 51: 0.031759686814497874	 52: 0.035255990110755767	 21: 0.031125267299401311	 24: 0.035426390494279543	 25: 0.040101942954611884},{0: 0.030356709944989235	 1: 0.12011576320172997	 17: 0.043490059490566751	 52: 0.038336518686866175	 55: 0.036828946517238788	 56: 0.066950760546452714	 57: 0.035224466332224959	 59: 0.032578452168809134},20.4,5.06008285639,5.04297550913,0.7937036558,[],5.68988393571,15.9611316113,12.2227281335,5.90281517748
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.9,Balgowlah Platinum,2010-08-05 02:00:00,4.9,{20.70359: 0.025564009462569134	 21.902987173699998: 0.029947655910398791	 23.195353224954527: 0.029540080807957118	 5.060082856393568: 0.26941680058259537	 4.698368617605781: 0.13495394005467332	 40.48867762078655: 0.024775707051933757	 39.924360131237314: 0.037424102566769528	 16.4517807577: 0.032521086953298001},{42.46350198180264: 0.023363502516077314	 14.179419799999998: 0.035642871870308547	 40.683771637310066: 0.023818013211643334	 4.698368617605781: 0.08217008602269886	 42.9942966857551: 0.02587702536786252	 5.042975509133669: 0.29591466884978523	 45.318402061665964: 0.024310056800360313	 43.33812998909751: 0.031935883735214568},{0: 0.13495394005467332	 1: 0.26941680058259537	 17: 0.032521086953298001	 51: 0.037424102566769528	 52: 0.024775707051933757	 24: 0.025564009462569134	 25: 0.029947655910398791	 27: 0.029540080807957118},{0: 0.08217008602269886	 1: 0.29591466884978523	 14: 0.035642871870308547	 53: 0.023818013211643334	 55: 0.023363502516077314	 56: 0.031935883735214568	 59: 0.024310056800360313},4.9,5.06008285639,5.04297550913,0.7992627106,[],5.68312378769,15.9726044226,12.2078881425,5.91454767726
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-08-05 03:00:00,4.7,{5.060082856393568: 0.3472975785520056	 20.70359: 0.024128579594756838	 21.902987173699998: 0.031719884467956871	 23.195353224954527: 0.055043662104550695	 22.969299999999997: 0.022503875854415267	 9.033619999999999: 0.01817207344892275	 4.698368617605781: 0.15437455325848398	 17.891747199999998: 0.018191346145344421},{42.46350198180264: 0.043334638261807473	 45.46714228303797: 0.037351420840780483	 23.195353224954527: 0.036767038576214613	 4.698368617605781: 0.14210349995999688	 40.76030988236593: 0.033196312173903925	 5.042975509133669: 0.24909639607057227	 45.318402061665964: 0.039271524234565341	 43.33812998909751: 0.053978995712687737},{0: 0.15437455325848398	 1: 0.3472975785520056	 7: 0.01817207344892275	 20: 0.018191346145344421	 24: 0.024128579594756838	 25: 0.031719884467956871	 27: 0.055043662104550695},{0: 0.14210349995999688	 1: 0.24909639607057227	 27: 0.036767038576214613	 53: 0.033196312173903925	 55: 0.043334638261807473	 56: 0.053978995712687737	 59: 0.039271524234565341	 60: 0.037351420840780483},4.7,5.06008285639,5.04297550913,0.8048217654,[],5.67662434821,15.9534969325,12.1933299675,5.90757020757
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-08-05 04:00:00,4.7,{20.70359: 0.016452686113828625	 21.902987173699998: 0.032649110200039549	 22.969299999999997: 0.027435716970717231	 23.195353224954527: 0.057856512762275762	 9.033619999999999: 0.017397146499081445	 4.698368617605781: 0.161312465368674	 5.0120579994754975: 0.3364778205557114	 17.891747199999998: 0.017749422423994413},{45.04516995999999: 0.025956497397298234	 43.520458418985726: 0.026791648287374466	 5.060082856393568: 0.24389665406307676	 4.698368617605781: 0.15532959299218591	 40.48867762078655: 0.027736482315873206	 45.318402061665964: 0.027340418398064805	 44.08671658972286: 0.033179753631818444	 43.33812998909751: 0.038521563361944913},{0: 0.161312465368674	 1: 0.3364778205557114	 7: 0.017397146499081445	 20: 0.017749422423994413	 24: 0.016452686113828625	 25: 0.032649110200039549	 27: 0.057856512762275762},{0: 0.15532959299218591	 1: 0.24389665406307676	 52: 0.027736482315873206	 56: 0.038521563361944913	 57: 0.026791648287374466	 58: 0.033179753631818444	 59: 0.027340418398064805},4.7,5.01205799948,5.06008285639,0.8048217654,[],5.67008219413,15.9480392157,12.1788284392,5.90036585366
0,Shop 67 197-215 Condamine Street Balgowlah 2093,21.6,Balgowlah Platinum,2010-08-05 05:00:00,21.6,{4.698858032324046: 0.097537351563781738	 14.179419799999998: 0.043809380224488853	 21.902987173699998: 0.057239614002149893	 22.969299999999997: 0.036970418452446932	 23.195353224954527: 0.062764236626407149	 18.760999999999996: 0.036888498369215254	 20.704099999999997: 0.040042209460970209	 5.0120579994754975: 0.22198253455748174},{22.969299999999997: 0.066227109960889735	 48.41858999999999: 0.030497224113250641	 5.060082856393568: 0.11993277380403798	 46.56369260337309: 0.034679330887901649	 4.698368617605781: 0.04068710940544578	 18.760999999999996: 0.062968424676038665	 45.97286884415486: 0.035804478979921693	 23.195353224954527: 0.062113063398974142},{0: 0.097537351563781738	 1: 0.22198253455748174	 14: 0.043809380224488853	 21: 0.036888498369215254	 24: 0.040042209460970209	 25: 0.057239614002149893	 27: 0.036970418452446932},{64: 0.030497224113250641	 1: 0.11993277380403798	 0: 0.04068710940544578	 21: 0.062968424676038665	 27: 0.066227109960889735	 60: 0.035804478979921693	 61: 0.034679330887901649},21.6,5.01205799948,5.06008285639,0.8103808202,[],5.68338043994,15.9310893513,12.1841663691,5.9137637028
0,Shop 67 197-215 Condamine Street Balgowlah 2093,44.0,Balgowlah Platinum,2010-08-05 06:00:00,44.0,{45.04516995999999: 0.032104842966722016	 16.4517807577: 0.03909756789980294	 4.699200622626832: 0.053941851294077352	 40.48867762078655: 0.061923683629548386	 48.77199999999999: 0.035273972702636269	 5.0120579994754975: 0.13947769384528308	 39.924360131237314: 0.065616306599384611	 45.97286884415486: 0.033696124062753303},{45.04516995999999: 0.03145568836042973	 45.46714228303797: 0.032067543215572751	 5.060082856393568: 0.12503922146131455	 4.698368617605781: 0.071111867146400706	 40.48867762078655: 0.055166823016259948	 48.77199999999999: 0.041357271047861702	 39.924360131237314: 0.056019431141741349	 45.97286884415486: 0.031472851973723397},{0: 0.053941851294077352	 64: 0.035273972702636269	 1: 0.13947769384528308	 17: 0.03909756789980294	 51: 0.065616306599384611	 52: 0.061923683629548386	 59: 0.032104842966722016	 60: 0.033696124062753303},{0: 0.071111867146400706	 1: 0.12503922146131455	 64: 0.041357271047861702	 51: 0.056019431141741349	 52: 0.055166823016259948	 59: 0.03145568836042973	 60: 0.031472851973723397},44.0,5.01205799948,5.06008285639,0.8210208492,[],5.72389693818,15.9404645477,12.2168751108,5.93381995134
0,Shop 67 197-215 Condamine Street Balgowlah 2093,44.1,Balgowlah Platinum,2010-08-05 07:00:00,44.1,{42.46350198180264: 0.092276692761146445	 40.48867762078655: 0.051422837561329621	 42.9942966857551: 0.041732446492341112	 40.76030988236593: 0.083290429237308727	 45.318402061665964: 0.051300940597574882	 39.924360131237314: 0.072263341080459259	 44.08671658972286: 0.043390230190355171	 43.33812998909751: 0.077648153694909267},{42.46350198180264: 0.051889504434390575	 5.060082856393568: 0.12223560435305073	 4.698368617605781: 0.083134903205620919	 40.76030988236593: 0.051614467114090921	 45.318402061665964: 0.054813495871042027	 39.924360131237314: 0.04747109502589477	 44.08671658972286: 0.048974664593487725	 43.33812998909751: 0.0581623936142334},{51: 0.072263341080459259	 52: 0.051422837561329621	 53: 0.083290429237308727	 55: 0.092276692761146445	 56: 0.077648153694909267	 58: 0.043390230190355171	 59: 0.051300940597574882},{0: 0.083134903205620919	 1: 0.12223560435305073	 51: 0.04747109502589477	 53: 0.051614467114090921	 55: 0.051889504434390575	 56: 0.0581623936142334	 58: 0.048974664593487725	 59: 0.054813495871042027},44.1,42.4635019818,5.06008285639,0.8261018234,[],5.71893047534,15.9688644689,12.2496260779,5.92673147023
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.9,Balgowlah Platinum,2010-08-05 08:00:00,40.9,{45.46714228303797: 0.041303732163448625	 43.520458418985726: 0.041720628335418695	 42.92445138726184: 0.086722078887454979	 40.48867762078655: 0.040720353699590553	 40.76030988236593: 0.065600045974453972	 45.318402061665964: 0.074920103201503399	 39.924360131237314: 0.041056469098766653	 43.33812998909751: 0.081476646112933426},{42.46350198180264: 0.069082632323923518	 4.698368617605781: 0.07774682189037313	 40.48867762078655: 0.045244450227198599	 40.76030988236593: 0.051469799775222307	 45.318402061665964: 0.068260115259870149	 5.0120579994754975: 0.12252883516815194	 44.08671658972286: 0.038369508849307551	 43.33812998909751: 0.069330638673184231},{51: 0.041056469098766653	 52: 0.040720353699590553	 53: 0.065600045974453972	 56: 0.081476646112933426	 57: 0.041720628335418695	 59: 0.074920103201503399	 60: 0.041303732163448625},{0: 0.07774682189037313	 1: 0.12252883516815194	 52: 0.045244450227198599	 53: 0.051469799775222307	 55: 0.069082632323923518	 56: 0.069330638673184231	 58: 0.038369508849307551	 59: 0.068260115259870149},40.9,42.9244513873,5.01205799948,0.8261018234,[],5.71444688421,15.9935365854,12.2784532925,5.9234223301
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.5,Balgowlah Platinum,2010-08-05 09:00:00,38.5,{45.46714228303797: 0.061255283953171223	 43.520458418985726: 0.041131501614459526	 42.92445138726184: 0.06769281039544052	 40.48867762078655: 0.047912205611914116	 42.9942966857551: 0.042507479720883944	 40.76030988236593: 0.065776257004776559	 41.95380007135869: 0.044022893655575164	 43.33812998909751: 0.095518763210034871},{4.698858032324046: 0.11272961770094693	 45.46714228303797: 0.04719578384822954	 43.520458418985726: 0.041015114490626663	 23.195353224954527: 0.038908020498218843	 40.48867762078655: 0.043790764118231372	 5.0120579994754975: 0.1923379264708911	 44.08671658972286: 0.036733610827936358	 43.33812998909751: 0.057826089187953358},{52: 0.047912205611914116	 53: 0.065776257004776559	 54: 0.044022893655575164	 56: 0.095518763210034871	 57: 0.041131501614459526	 60: 0.061255283953171223},{0: 0.11272961770094693	 1: 0.1923379264708911	 52: 0.043790764118231372	 56: 0.057826089187953358	 57: 0.041015114490626663	 58: 0.036733610827936358	 27: 0.038908020498218843	 60: 0.04719578384822954},38.5,43.3381299891,5.01205799948,0.814521118,[],5.71338468192,16.015225335,12.3042870181,5.91915151515
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.8,Balgowlah Platinum,2010-08-05 10:00:00,43.8,{45.46714228303797: 0.044289387682534723	 43.520458418985726: 0.04237260797634506	 42.92445138726184: 0.067508178313121031	 40.76030988236593: 0.053884382259625302	 45.318402061665964: 0.054113204844880046	 41.95380007135869: 0.042713152935949586	 44.08671658972286: 0.044197642707305307	 43.33812998909751: 0.076311710112418496},{45.97286884415486: 0.057172021341141681	 23.195353224954527: 0.040093536318447594	 43.980511157754094: 0.04244703855173583	 48.41858999999999: 0.060196850893598365	 46.56369260337309: 0.058551998674762129	 42.9942966857551: 0.041069251896655272	 5.0120579994754975: 0.081582910001421746	 44.08671658972286: 0.036993815386411118},{53: 0.053884382259625302	 54: 0.042713152935949586	 56: 0.076311710112418496	 57: 0.04237260797634506	 58: 0.044197642707305307	 59: 0.054113204844880046	 60: 0.044289387682534723},{64: 0.060196850893598365	 1: 0.081582910001421746	 56: 0.041069251896655272	 57: 0.04244703855173583	 58: 0.036993815386411118	 27: 0.040093536318447594	 60: 0.057172021341141681	 61: 0.058551998674762129},43.8,43.3381299891,5.01205799948,0.8029404126,[],5.70702691597,16.0227493917,12.3365055764,5.91840193705
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.7,Balgowlah Platinum,2010-08-05 11:00:00,41.7,{45.46714228303797: 0.059230856485593932	 43.520458418985726: 0.067125946110703563	 44.08671658972286: 0.058409782158344803	 42.92445138726184: 0.065089059246843162	 40.76030988236593: 0.048364037774990064	 45.318402061665964: 0.057668219476257554	 45.97286884415486: 0.059451003962786422	 43.33812998909751: 0.073396108275459476},{42.46350198180264: 0.064517141714846057	 45.46714228303797: 0.053678237366541676	 43.520458418985726: 0.065552600547398698	 40.48867762078655: 0.047668090017529703	 40.76030988236593: 0.052121271261237424	 5.0120579994754975: 0.051538082655759342	 45.97286884415486: 0.04642922802175023	 43.33812998909751: 0.080131071472634235},{53: 0.048364037774990064	 56: 0.073396108275459476	 57: 0.067125946110703563	 58: 0.058409782158344803	 59: 0.057668219476257554	 60: 0.059451003962786422},{1: 0.051538082655759342	 52: 0.047668090017529703	 53: 0.052121271261237424	 55: 0.064517141714846057	 56: 0.080131071472634235	 57: 0.065552600547398698	 60: 0.04642922802175023},41.7,43.3381299891,43.3381299891,0.7798208398,[],5.70210684714,16.0060753341,12.3235063351,5.91378476421
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.3,Balgowlah Platinum,2010-08-05 12:00:00,40.3,{41.95380007135869: 0.053129807306820029	 45.46714228303797: 0.046397779277969203	 43.18711597108329: 0.092858848931127461	 43.980511157754094: 0.052978603293945006	 40.76030988236593: 0.05967964626722206	 45.318402061665964: 0.058071795429609462	 39.924360131237314: 0.078794675443748727	 43.33812998909751: 0.087305405532230956},{41.03400010194099: 0.044121974161674543	 43.980511157754094: 0.04969218948104661	 42.92445138726184: 0.070367518357408954	 40.76030988236593: 0.056434553426067333	 45.318402061665964: 0.048849472854091087	 5.0120579994754975: 0.076804387304249627	 39.924360131237314: 0.059053620826789464	 43.33812998909751: 0.070404183262374923},{51: 0.078794675443748727	 53: 0.05967964626722206	 54: 0.053129807306820029	 56: 0.087305405532230956	 57: 0.052978603293945006	 59: 0.058071795429609462	 60: 0.046397779277969203},{1: 0.076804387304249627	 51: 0.059053620826789464	 53: 0.056434553426067333	 56: 0.070404183262374923	 57: 0.04969218948104661	 59: 0.048849472854091087},40.3,43.1871159711,5.01205799948,0.756701267,[],5.6987070997,15.9912621359,12.3513757959,5.90833333333
